
File name,Above stego threshold?,Secret message size in bytes (ignore for clean files),Primary Sets,Chi Square,Sample Pairs,RS analysis,Fusion (mean)
amir_stego.jpeg,false,29,0.013511510013589922,null,0.009507304877760754,0.012685804679303175,0.011901539856884616
challenge_stego.jpeg,false,76,0.0014305683693958391,0.006962125368791726,0.0014003748670566541,0.004770607106036217,0.003640918927820109
clean_download.jpeg,false,295,0.03179821043806836,null,0.08056532851094543,0.11271925302645662,0.0750275973251568
hard_stego.jpeg,false,1520,0.060635247128118144,0.05408010565500274,0.02101104330417214,0.015427644676446084,0.03778851019093478
